network,station id,start_date,end_date, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,491,10/1/79,1/1/00,36.19,-105.56,9460,Air Temperature,NM,Taos,Headwaters Rio Grande del Rancho,Gallegos Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=491,05N18S  ,GLGN5,8
snotel,1173,9/23/16,1/1/00,36,-106.55,10100,Air Temperature,NM,Rio Arriba,Headwaters San Antonio Creek,Garita Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1173,06N17S  ,GAPN5,8
snotel,532,10/1/78,1/1/00,36.72,-106.26,10080,Air Temperature,NM,Rio Arriba,Jaroso Creek-Rio Vallecitos,Hopewell,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=532,06N14S  ,HPWN5,8
scan,2168,10/19/09,1/1/00,32.56,-106.7,4350,Air Temperature,NM,Doña Ana,Burke Spring,Jornada Exp Range,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2168,SC2168  ,JERN5,7
snotel,595,10/1/78,1/1/00,33.36,-107.83,8510,Air Temperature,NM,Sierra,Taylor Creek,Lookout Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=595,07S04S  ,LKTN5,8
scan,2169,9/20/09,1/1/00,34.77,-106.76,4840,Air Temperature,NM,Valencia,Town of Los Chavez-Rio Grande,Los Lunas PMC,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2169,SC2169  ,LNAN5,7
snotel,1048,9/25/03,1/1/00,33.01,-107.87,9230,Air Temperature,NM,Grant,Sheppard Canyon-Mimbres River,Mcknight Cabin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1048,07S03S  ,MCKN5,8
snotel,1138,5/12/09,1/1/00,36.18,-108.95,9050,Air Temperature,NM,San Juan,Whiskey Creek,Navajo Whiskey Ck,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1138,08N03S  ,WCTN5,8
snotel,665,10/1/78,1/1/00,36.99,-105.26,10570,Air Temperature,NM,Taos,Casias Creek-Costilla Creek,North Costilla,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=665,05N16S  ,NCSN5,8
snotel,1170,8/9/10,1/1/00,36.41,-105.33,9330,Air Temperature,NM,Taos,Headwaters Rio Fernando de Taos,Palo,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1170,05N13S  ,TACN5,8
snotel,708,10/1/79,1/1/00,35.92,-106.39,9490,Air Temperature,NM,Los Alamos,Los Alamos Canyon,Quemazon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=708,06P01S  ,QMZN5,8
snotel,715,10/1/78,1/1/00,36.7,-105.34,9840,Air Temperature,NM,Taos,Upper Red River,Red River Pass #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=715,05N11S  ,RRPN5,8
snotel,933,8/10/98,1/1/00,35.24,-108.27,8480,Air Temperature,NM,Cibola,Sawyer Creek,Rice Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=933,08P03S  ,RPRN5,8
snotel,1254,9/24/13,1/1/00,36.07,-105.63,10640,Air Temperature,NM,Taos,Rio Santa Barbara,Rio Santa Barbara,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1254,05N24S  ,SBAN5,8
snotel,1172,7/14/11,1/1/00,36.86,-106.23,9120,Air Temperature,NM,Rio Arriba,Canada Tio Grande-Rio San Antonio,San Antonio Sink,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1172,06N15S  ,SSCN5,8
snotel,922,10/1/96,1/1/00,35.77,-105.78,11480,Air Temperature,NM,Santa Fe,Headwaters Santa Fe River,Santa Fe,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=922,05P09S  ,SFSN5,8
snotel,744,10/1/79,1/1/00,36,-106.83,8560,Air Temperature,NM,Rio Arriba,Headwaters Rio de las Vacas,Senorita Divide #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=744,06P10S  ,SENN5,8
scan,2171,3/9/10,1/1/00,34.36,-106.69,5250,Air Temperature,NM,Socorro,Bootleg Canyon,Sevilleta,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2171,SC2171  ,SEVN5,7
snotel,1169,8/9/10,1/1/00,36.79,-105.24,10080,Air Temperature,NM,Taos,Comanche Creek,Shuree,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1169,05N23S  ,SHUN5,8
snotel,1034,10/1/02,1/1/00,33.41,-105.79,10250,Air Temperature,NM,Lincoln,Upper Rio Ruidoso,Sierra Blanca,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1034,05R01S  ,SIEN5,8
snotel,755,10/1/78,1/1/00,32.92,-108.15,8390,Air Temperature,NM,Grant,Lake Roberts-Sapillo Creek,Signal Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=755,08T01S  ,SGNN5,8
snotel,757,10/1/78,1/1/00,33.37,-108.71,9080,Air Temperature,NM,Catron,Mineral Creek,Silver Creek Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=757,08S08S  ,SCDN5,8
snotel,1168,8/9/10,1/1/00,36.58,-105.46,11030,Air Temperature,NM,Taos,Headwaters Rio Hondo,Taos Powderhorn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1168,05N14S  ,TABN5,8
snotel,1307,9/23/21,1/1/00,36.54,-105.36,10990,Air Temperature,NM,Colfax,La Junta Creek-Rio Pueblo de Taos,Taos Pueblo,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1307,        ,TPSN5,8
scan,2233,5/30/22,1/1/00,35.4,-108.18,7070,Air Temperature,NM,Mckinley,Upper Mitchell Draw,Thoreau,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2233,        ,     ,7
snotel,934,8/10/98,1/1/00,36.47,-105.2,10210,Air Temperature,NM,Colfax,Clear Creek-Cimarron River,Tolby,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=934,05N19S  ,TOLN5,8
snotel,1083,9/14/06,1/1/00,36.13,-105.53,8740,Air Temperature,NM,Taos,Osha Canyon-Rio Pueblo,Tres Ritos,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1083,05N04S  ,TREN5,8
snotel,1017,10/1/01,1/1/00,36.03,-106.81,9350,Air Temperature,NM,Rio Arriba,Headwaters Rio de las Vacas,Vacas Locas,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1017,06N16S  ,VACN5,8
snotel,854,10/1/88,1/1/00,35.78,-105.54,11110,Air Temperature,NM,San Miguel,Canovas Canyon-Gallinas Creek,Wesner Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=854,05P08S  ,WSSN5,8
scan,2108,3/12/05,1/1/00,33.53,-103.63,4350,Air Temperature,NM,Lea,Cooper Ranch,Willow Wells,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2108,SC2108  ,WILN5,7
snotelt,1198,12/23/11,1/1/00,40.53,-115.46,7520,Air Temperature,NV,Elko,Stoddard Creek-South Fork Humboldt River,American Beauty,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1198,15J17S  ,AMBN2,8
snotelt,1240,9/11/14,1/1/00,41.82,-119.64,6660,Air Temperature,NV,Washoe,Evans Camp,Bald Mtn AM,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1240,19H01S  ,BLDN2,8
snotel,321,10/1/78,1/1/00,41.83,-115.45,8090,Air Temperature,NV,Elko,West Fork Pine Creek-Jarbidge River,Bear Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=321,15H01S  ,BERN2,8
snotel,334,10/1/79,1/1/00,39.32,-114.62,9350,Air Temperature,NV,White Pine,Berry Creek,Berry Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=334,14K02S  ,BRCN2,8
snotel,336,10/1/78,1/1/00,41.76,-115.69,6890,Air Temperature,NV,Elko,Martin Creek,Big Bend,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=336,15H04S  ,BIGN2,8
snotel,337,10/1/79,1/1/00,39.29,-117.12,8710,Air Temperature,NV,Lander,Big Creek,Big Creek Sum,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=337,17K04S  ,BCSN2,8
snotel,340,10/1/83,1/1/00,39.45,-119.94,8240,Air Temperature,NV,Washoe,Hunter Creek-Truckee River,Big Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=340,19K08S  ,BMWN2,8
snotel,1155,7/26/11,1/1/00,39.46,-114.65,7540,Air Temperature,NV,White Pine,Timber Creek-Duck Creek,Bird Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1155,14K01S  ,BIRN2,8
snotel,1111,6/2/08,1/1/00,36.32,-115.7,8900,Air Temperature,NV,Clark,Lee Canyon,Bristlecone Trail,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1111,15N09S  ,BRSN2,8
scan,2216,10/24/14,1/1/00,40.88,-119.95,6470,Air Temperature,NV,Washoe,Buckhorn Reservoir,Buckhorn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2216,SC2216  ,BUCN2,8
snotel,373,10/1/79,1/1/00,41.75,-117.53,6920,Air Temperature,NV,Humboldt,Cabin Creek-Martin Creek,Buckskin Lower,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=373,17H02S  ,BKLN2,8
snotel,1152,7/27/11,1/1/00,39.16,-114.61,10580,Air Temperature,NV,White Pine,Bastian Creek,Cave Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1152,14K08S  ,CAVN2,8
scan,2145,10/28/07,1/1/00,36.37,-115.82,6700,Air Temperature,NV,Clark,Upper Wheeler Wash,Charkiln,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2145,SC2145  ,CHAN2,8
snotel,1204,12/23/11,1/1/00,41.67,-116.07,6480,Air Temperature,NV,Elko,Columbia Creek,Columbia Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1204,16H06S  ,CMBN2,8
snotel,1209,12/23/11,1/1/00,39,-115.42,8640,Air Temperature,NV,White Pine,Black Canyon Wash,Corduroy Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1209,15L02S  ,CORN2,8
snotel,417,10/1/78,1/1/00,40.28,-115.54,8440,Air Temperature,NV,Elko,Corral Creek,Corral Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=417,15J12S  ,COLN2,8
snotel,1210,12/22/11,1/1/00,39.09,-114.9,9320,Air Temperature,NV,White Pine,Cooper Wash-Willow Creek,Defiance Mines,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1210,14K09S  ,DEFN2,8
snotel,443,10/1/83,1/1/00,39.56,-115.84,8030,Air Temperature,NV,Eureka,Slough Creek-Frontal Diamond Valley,Diamond Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=443,15K03S  ,DPKN2,8
snotel,445,10/1/79,1/1/00,41.97,-118.19,6260,Air Temperature,NV,Humboldt,Sage Creek,Disaster Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=445,18H01S  ,DSPN2,8
snotel,453,10/1/78,1/1/00,40.89,-115.21,7900,Air Temperature,NV,Elko,Lower Secret Creek,Dorsey Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=453,15J01S  ,DRBN2,8
snotel,454,10/1/82,1/1/00,41.66,-115.32,7300,Air Temperature,NV,Elko,Headwaters T Creek,Draw Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=454,15H24S  ,DRCN2,8
snotel,1243,7/8/13,1/1/00,40.86,-115.22,6560,Air Temperature,NV,Elko,Upper Secret Creek,Dry Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1243,15J03S  ,DRKN2,8
snotel,476,10/1/79,1/1/00,41.82,-116.1,7040,Air Temperature,NV,Elko,Fawn Creek-Owyhee River,Fawn Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=476,16H08S  ,FWCN2,8
snotel,1262,10/8/14,1/1/00,41.58,-115.94,6790,Air Temperature,NV,Elko,Headwaters North Fork Humboldt River,Fry Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1262,15H07S  ,FRYN2,8
snotel,1195,9/12/11,1/1/00,40.88,-117.59,6630,Air Temperature,NV,Humboldt,Pole Creek,Golconda,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1195,17J02S  ,GLCN2,8
snotel,498,10/1/79,1/1/00,41.67,-117.57,8500,Air Temperature,NV,Humboldt,Indian Creek,Granite Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=498,17H08S  ,GRPN2,8
snotel,503,10/1/78,1/1/00,40.38,-115.53,8180,Air Temperature,NV,Elko,Corral Creek,Green Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=503,15J09S  ,GRMN2,8
scan,2143,10/26/07,1/1/00,36.66,-115.2,9870,Air Temperature,NV,Clark,White Sage Flat,Hayford Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2143,SC2143  ,WYPN2,8
snotel,527,10/1/79,1/1/00,40.94,-115.1,8170,Air Temperature,NV,Elko,Winchell Creek-The Slough,Hole-in-Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=527,15J15S  ,HIMN2,8
snotel,548,10/1/78,1/1/00,41.55,-116.01,7380,Air Temperature,NV,Elko,Upper Harrington Creek,Jack Creek Upper,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=548,16H02S  ,JCUN2,8
snotel,549,10/1/80,1/1/00,41.51,-116.01,8440,Air Temperature,NV,Elko,Upper Harrington Creek,Jacks Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=549,16H04S  ,JAPN2,8
snotel,1211,12/23/11,1/1/00,41.57,-115.03,7380,Air Temperature,NV,Elko,Upper Jakes Creek,Jakes Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1211,14H04S  ,JAKN2,8
snotel,1150,7/29/11,1/1/00,39.56,-114.63,7740,Air Temperature,NV,White Pine,Outlet Spring Valley Creek,Kalamazoo,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1150,14K10S  ,KALN2,8
scan,2141,10/23/07,1/1/00,36.27,-115.61,7010,Air Temperature,NV,Clark,Kyle Canyon,Kyle Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2141,SC2141  ,KCYN2,8
snotel,569,10/1/79,1/1/00,41.52,-117.63,6390,Air Temperature,NV,Humboldt,Lamance Creek-Big Cottonwood Creek,Lamance Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=569,17H07S  ,LMCN2,8
snotel,570,10/1/79,1/1/00,40.64,-115.38,8030,Air Temperature,NV,Elko,Thomas Creek-Lamoille Creek,Lamoille #3,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=570,15J06S  ,LMLN2,8
snotel,1310,8/10/22,1/1/00,40.6,-115.38,8990,Air Temperature,NV,Elko,Thomas Creek-Lamoille Creek,Lamoille Upper,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1310,        ,     ,8
snotel,573,10/1/78,1/1/00,41.78,-116.03,6680,Air Temperature,NV,Elko,Trail Creek,Laurel Draw,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=573,16H05S  ,LADN2,8
snotel,1112,6/2/08,1/1/00,36.31,-115.68,8620,Air Temperature,NV,Clark,Lee Canyon,Lee Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1112,15N10S  ,LCAN2,8
snotel,1006,8/21/00,1/1/00,40.36,-116.86,7380,Air Temperature,NV,Lander,Trout Creek,Lewis Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1006,16J01S  ,LWPN2,8
snotel,1242,7/8/13,1/1/00,39.25,-119.88,6500,Air Temperature,NV,Washoe,Franktown Creek-Frontal Washoe Lake,Little Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1242,19K03S  ,LTVN2,8
scan,2146,10/29/07,1/1/00,36.17,-115.61,6600,Air Temperature,NV,Clark,Wild Rose Spring,Lovell Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2146,SC2146  ,LSMN2,8
scan,2116,9/26/06,1/1/00,40.09,-118.49,3930,Air Temperature,NV,Pershing,City of Lovelock-Humboldt River,Lovelock NNR,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2116,SC2116  ,LUVN2,8
snotel,615,10/1/78,1/1/00,39.16,-119.9,7860,Air Temperature,NV,Carson City,Marlette Lake-Frontal Lake Tahoe,Marlette Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=615,19K04S  ,MRLN2,8
snotel,1207,12/23/11,1/1/00,41.89,-115.86,6920,Air Temperature,NV,Elko,Merritt Creek-Sheep Creek,Merritt Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1207,15H20S  ,MERN2,8
snotel,1206,12/23/11,1/1/00,41.27,-116.8,6630,Air Temperature,NV,Elko,Frazer Creek,Midas,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1206,16H03S  ,MDSN2,8
snotel,652,10/1/79,1/1/00,39.32,-119.89,8810,Air Temperature,NV,Washoe,Browns Creek-Steamboat Creek,Mt Rose Ski Area,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=652,19K07S  ,MRSN2,8
snotel,1272,5/22/18,1/1/00,41.86,-115.08,6490,Air Temperature,NV,Elko,Pole Creek,ONeil Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1272,15H25S  ,ONLN2,8
scan,2144,10/27/07,1/1/00,36.57,-115.2,6780,Air Temperature,NV,Clark,Horse Canyon,Pine Nut,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2144,SC2144  ,NUTN2,8
snotel,1244,7/8/13,1/1/00,40.86,-115.12,7760,Air Temperature,NV,Elko,Woods Creek-Franklin River,Pole Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1244,15J20S  ,POLN2,8
snotel,698,10/1/79,1/1/00,41.87,-115.25,8360,Air Temperature,NV,Elko,Upper Big Flat Creek,Pole Creek R.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=698,15H14S  ,PRSN2,8
snotel,2170,10/22/09,1/1/00,39.47,-117.62,7190,Air Temperature,NV,Lander,Porter Canyon-Porter Creek,Porter Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2170,SC2170  ,PRTN2,8
snotelt,1297,10/1/20,1/1/00,41.96,-117.34,6270,Air Temperature,NV,Humboldt,Middle East Fork Quinn River,Quinn Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1297,        ,     ,8
snotel,1110,6/2/08,1/1/00,36.25,-115.63,7840,Air Temperature,NV,Clark,Kyle Canyon,Rainbow Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1110,15N11S  ,RACN2,8
snotelt,1199,12/23/11,1/1/00,40.73,-115.28,9200,Air Temperature,NV,Elko,Robinson Creek-Franklin River,Robinson Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1199,15J16S  ,ROBN2,8
scan,2229,8/29/19,1/1/00,40.64,-115.22,6010,Air Temperature,NV,Elko,Headwaters Withington Creek,Ruby,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2229,        ,RBYN2,8
snotel,746,10/1/78,1/1/00,41.74,-115.47,7360,Air Temperature,NV,Elko,Annie Creek-Bruneau River,Seventysix Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=746,15H03S  ,SSCN2,8
snotel,750,10/1/88,1/1/00,41.9,-119.44,5860,Air Temperature,NV,Washoe,Catnip Creek,Sheldon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=750,19H05S  ,SHEN2,8
snotel,1205,12/22/11,1/1/00,39.23,-114.24,8220,Air Temperature,NV,White Pine,Headwaters Silver Creek,Silver Creek Nv,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1205,14K07S  ,SILN2,8
snotelt,1235,6/27/13,1/1/00,40.45,-115.51,7590,Air Temperature,NV,Elko,Gennette Creek-Smith Creek,Smith Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1235,15J19S  ,SMCN2,8
snotel,1208,12/23/11,1/1/00,41.34,-116.98,7410,Air Temperature,NV,Elko,First Creek-South Fork Little Humboldt River,Snowstorm Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1208,16H11S  ,SSMN2,8
snotel,1203,12/23/11,1/1/00,41.41,-115.45,7640,Air Temperature,NV,Elko,Stag Creek,Stag Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1203,15H19S  ,STGN2,8
snotel,1194,9/12/11,1/1/00,41.49,-119,7590,Air Temperature,NV,Humboldt,Summit Lake,Summit Lk,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1194,18H02S  ,MTLN2,8
snotel,811,10/1/79,1/1/00,41.23,-116.03,6320,Air Temperature,NV,Elko,Upper Taylors Canyon Creek,Taylor Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=811,15H09S  ,TACN2,8
snotel,1202,12/23/11,1/1/00,40.98,-115.17,7110,Air Temperature,NV,Elko,Starr Creek,Tent Mtn Lower,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1202,15J22S  ,TMLN2,8
snotelt,1201,12/23/11,1/1/00,40.97,-115.16,8350,Air Temperature,NV,Elko,Starr Creek,Tent Mtn Upper,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1201,15J23S  ,TMUN2,8
snotel,1136,7/7/09,1/1/00,41.32,-116.34,7700,Air Temperature,NV,Elko,Toe Jam Creek,Toe Jam,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1136,16H07S  ,TJMN2,8
scan,2142,10/28/07,1/1/00,36.37,-115.78,7860,Air Temperature,NV,Clark,Upper Wheeler Wash,Trough Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2142,SC2142  ,TRUN2,8
snotelt,1200,12/23/11,1/1/00,41.05,-115.1,8270,Air Temperature,NV,Elko,Trout Creek-Humboldt River,Trout Creek Upper,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1200,15H11S  ,TCUN2,8
snotel,1137,6/22/11,1/1/00,39.45,-115.98,7890,Air Temperature,NV,Eureka,Slough Creek-Frontal Diamond Valley,Vacarro Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1137,15K04S  ,VCSN2,8
snotel,849,10/1/79,1/1/00,39.13,-114.96,9170,Air Temperature,NV,White Pine,Holt Creek,Ward Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=849,14K05S  ,WDMN2,8
snotel,1147,7/26/10,1/1/00,39.01,-114.31,10070,Air Temperature,NV,White Pine,Lehman Creek,Wheeler Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1147,14L04S  ,WHPN2,8
snotel,1213,12/23/11,1/1/00,38.95,-115.38,7370,Air Temperature,NV,White Pine,Saddle Spring-White River,White River Nv,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1213,15L01S  ,WHRN2,8
scan,2011,10/1/93,1/1/00,42.88,-77.03,700,Air Temperature,NY,Ontario,Castle Creek-Seneca Lake,Geneva #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2011,SC2011  ,GVAN6,5
scan,2014,10/1/93,1/1/00,39.95,-83.45,1030,Air Temperature,OH,Madison,Richmond Ditch-Deer Creek,Molly Caren #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2014,SC2014  ,MOLO1,5
scan,2073,11/20/03,2/28/25,41.8,-81.08,670,Air Temperature,OH,Lake,Arcola Creek,Sunleaf Nursery,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2073,SC2073  ,SLFO1,5
scan,2022,11/10/98,1/1/00,35.55,-98.02,1380,Air Temperature,OK,Canadian,Target Creek-North Canadian River,Fort Reno #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2022,SC2022  ,FTRO2,6
snotel,302,11/1/80,1/1/00,45.21,-117.19,7430,Air Temperature,OR,Wallowa,West Fork Wallowa River,Aneroid Lake #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=302,17D02S  ,ANRO3,8
snotel,1000,9/15/00,1/1/00,42.87,-122.17,6020,Air Temperature,OR,Klamath,Upper Annie Creek,Annie Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1000,22G06S  ,ANSO3,8
snotelt,1245,7/18/13,1/1/00,44.96,-118.23,7160,Air Temperature,OR,Baker,Upper Anthony Creek,Anthony Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1245,18E31S  ,ANZO3,8
snotel,304,10/1/78,1/1/00,45.19,-119.25,5770,Air Temperature,OR,Morrow,Upper Fivemile Creek,Arbuckle Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=304,19D02S  ,ARBO3,8
snotelt,447,8/21/18,1/1/00,45.21,-117.66,6650,Air Temperature,OR,Union,Little Catherine Creek,Bald Mtn AM OR,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=447,        ,     ,8
snotelt,1246,7/18/13,1/1/00,44.36,-118.31,5820,Air Temperature,OR,Baker,Middle South Fork Burnt River,Barney Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1246,18E37S  ,BRCO3,8
snotelt,1291,5/17/18,1/1/00,42.42,-120.47,6580,Air Temperature,OR,Lake,Ben Young Creek,Bear Flat Meadow AM,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1291,        ,     ,8
snotel,1166,7/18/11,1/1/00,44.33,-122.09,4720,Air Temperature,OR,Linn,Smith River,Bear Grass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1166,22E10S  ,BKSO3,8
snotel,331,10/1/79,1/1/00,45.15,-118.22,5140,Air Temperature,OR,Union,Upper Beaver Creek,Beaver Reservoir,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=331,18D09S  ,BVRO3,8
snotel,341,10/1/79,1/1/00,42.05,-122.85,6060,Air Temperature,OR,Jackson,Upper Little Applegate River,Big Red Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=341,22G21S  ,BRMO3,8
snotelt,1229,8/7/12,1/1/00,45.17,-117.09,6250,Air Temperature,OR,Wallowa,Salt Creek-Big Sheep Creek,Big Sheep AM,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1229,17D14S  ,BSZO3,8
snotel,343,10/1/79,1/1/00,42.08,-123.34,5130,Air Temperature,OR,Josephine,Sturgis Fork,Bigelow Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=343,23G15S  ,BGCO3,8
snotel,344,10/1/78,1/1/00,42.41,-122.27,5280,Air Temperature,OR,Klamath,Seldom Creek,Billie Creek Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=344,22G13S  ,BCDO3,8
snotel,351,10/1/79,1/1/00,45.43,-121.86,3660,Air Temperature,OR,Clackamas,Clear Creek-Sandy River,Blazed Alder,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=351,21D33S  ,BLAO3,8
snotel,357,10/1/78,1/1/00,44.25,-118.52,5880,Air Temperature,OR,Grant,Summit Creek,Blue Mountain Spring,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=357,18E16S  ,BLPO3,8
snotel,361,10/1/78,1/1/00,44.83,-118.19,5850,Air Temperature,OR,Baker,Cracker Creek,Bourne,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=361,18E05S  ,BORO3,8
